hour,day_of_week,road_type,distance,is_peak_hour,congestion_level,travel_time
12,5,0,19.516411416213497,0,0.5013857567927413,33.22356602670349
7,5,0,41.19971116139523,1,0.6568433218648365,106.97616282903894
1,2,0,2.894599637813322,0,0.2091417150194829,3.67648795309522
19,4,2,41.928570277714506,1,0.6739075695713058,163.99438864157867
0,4,0,31.180673026737903,0,0.20017269978224864,41.869008029200955
4,0,1,4.469529713985107,0,0.15406043843363731,7.156073111834676
8,5,0,47.942900738137034,1,0.6017545525355398,120.06436302496022
16,4,2,43.6887172413218,0,0.33396137872995585,98.8470336418244
8,5,2,34.6087290035432,1,0.40209182782529224,107.69188888421455
10,1,2,18.775304238042313,0,0.27190477665211815,37.91318510971744
14,1,1,25.729539908654655,0,0.5829610403320986,56.88847836787095
23,3,2,1.8510883363718262,0,0.11244657221076465,3.8079899128229746
5,4,1,33.757001465932596,0,0.10540330087137012,48.123534098690385
22,3,0,47.79154716067963,0,0.23388468353301345,65.61603067513745
2,2,1,11.322251696669898,0,0.11442033068744538,16.11467132347189
16,5,0,20.67244873619744,0,0.299942946847808,31.40439682839758
4,2,0,43.16277257372478,0,0.20959518501457583,58.12514038221945
11,0,0,3.774231023427233,0,0.5496251475766462,7.538652597213947
17,0,2,16.33937282446569,1,0.7936943840871215,69.10605214963572
13,4,1,47.104072463491306,0,0.4551554663737313,95.3809826627788
20,4,2,38.56537087473219,0,0.39938965054125836,91.76771327185443
23,3,2,4.505578983407013,0,0.14732127567473882,10.072740581617424
10,3,1,23.490721443833504,0,0.3012812007977184,41.75234069420785
8,4,0,25.87055667977612,1,0.989250671182455,81.60369799751534
1,6,1,37.15091376384347,0,0.10777003695762938,51.19358205116401
11,4,2,11.11178582608629,0,0.35613170768146624,26.009881514804814
2,0,1,12.160635035236428,0,0.12601982118795435,18.52546842322535
2,0,0,42.70774899225299,0,0.1259979446201834,51.16819326520896
0,0,2,11.60907132581235,0,0.14730089599016702,20.031130546438536
7,4,1,22.65430096462973,1,0.8004098550331308,76.4605710166884
21,3,0,34.9086265586881,0,0.5103608488542812,62.43636525140207
7,1,2,26.481969784098258,1,0.6119928316940346,98.37052912117929
10,1,2,45.810148562324834,0,0.33353088937539427,103.9058636577035
8,3,0,25.801970082107683,1,0.882325598899,79.31577961758657
4,3,1,10.77245927610869,0,0.16254715565925837,14.378964230766163
13,6,0,41.66615640446115,0,0.38761912392135467,66.04090135876015
2,3,2,39.051222297026094,0,0.15107460228138223,70.20623633734095
20,0,0,10.51061849865751,0,0.5710775490086876,19.374091986781494
4,2,2,38.672304963704015,0,0.09332793745492834,65.68827922376404
4,6,0,16.451985750992804,0,0.10778060120358167,19.90575312025057
18,4,1,28.482203951952577,1,0.9053878879322159,103.52495495194539
13,0,0,48.55911483734499,0,0.5473446020820608,89.51852164932433
3,1,2,2.692192530796194,0,0.0862843178664145,3.7311752175371113
12,4,1,8.948983463440722,0,0.4824923801015273,17.163745576744883
9,3,2,30.501989885573806,1,0.4906083108551739,102.3967812914511
17,5,1,2.9792684816286004,1,0.6756902767523629,10.697074449480843
7,6,2,5.94386464661707,1,0.46939562068052526,20.275197441505767
7,6,2,30.842942313789973,1,0.4360541889045072,99.90733013706534
6,1,2,42.152502162901776,0,0.29958617296600415,92.93374088126625
7,3,1,27.513951393597658,1,0.6373691253447216,84.2798377541262
13,5,2,9.74469438908123,0,0.23753761910530194,21.200333382942198
18,3,0,7.003753284116757,1,1.0,23.692255340230076
5,3,2,41.12135586406989,0,0.15168460597809774,74.06701436677244
0,4,2,45.185947326188156,0,0.09159627631668354,76.14162567102245
22,1,1,37.856983382419656,0,0.19257099377917405,58.79303636429635
14,1,2,11.365886938857296,0,0.46635985919667666,29.500535542844283
0,3,2,17.925908982381944,0,0.1514677606374074,31.319884889793542
16,0,2,21.822460354957816,0,0.2761201386497095,46.975536694587085
0,2,2,6.649592034610912,0,0.15318451933938837,12.11635024720162
14,5,2,13.043786273181357,0,0.2775854105534344,25.873628261121905
22,0,0,36.46804798137919,0,0.17152705353900213,45.58629140794652
1,4,0,39.22799596187744,0,0.1951953789017943,51.444218804143574
13,5,1,9.530678872564058,0,0.41044034966765497,16.501236267294512
20,2,1,16.667699786976954,0,0.39387341285241606,32.911541661221484
7,0,0,24.970147044316406,1,1.0,80.48623320526916
7,5,1,9.166514327707391,1,0.4364513471423058,25.01400535520416
18,6,0,43.22600701758273,1,0.7413020711850152,117.33385166211717
6,1,0,15.476503981869497,0,0.5890661042557621,29.237877428675315
18,0,1,12.770623686990728,1,0.941440998897942,48.70924940733983
5,3,1,44.7311024457834,0,0.12538422150451273,62.66579641245412
5,4,2,33.84471643588385,0,0.11477372708860112,59.70094928591941
2,0,0,25.867375593981276,0,0.129174243720809,32.65233582132921
6,5,0,5.809104344784423,0,0.4160268342914269,11.240569064412401
18,0,0,7.692970447965524,1,1.0,25.933133704875903
7,5,1,11.57962649124213,1,0.519939543158419,30.27550769327727
9,2,0,11.317806967553965,1,0.7330056708626976,32.85004417164128
19,3,0,44.40735642320248,1,1.0,144.6209645198668
14,6,1,47.12132365143229,0,0.3023591156202522,81.90136269951648
14,2,0,21.13628630865654,0,0.4997534876986645,35.36804436766159
0,6,0,10.43030124259952,0,0.08608392657743195,10.624373907911568
19,4,2,14.047952793643617,1,0.7823121666524193,60.94406761644777
6,4,2,1.659738174252561,0,0.3488594152697153,5.477932609322185
3,5,2,11.146551653737008,0,0.07361687695049406,18.793848103513508
5,3,0,1.2676468043997677,0,0.1279620907853219,1.007619208286558
0,2,2,48.10733270393757,0,0.14800957009201862,89.12603796091298
4,3,1,31.370198324412165,0,0.17200042995694192,46.87078322417193
22,2,2,33.8689462953276,0,0.13054121643658254,59.17724449846504
0,5,1,4.576225326329332,0,0.12257358462729989,6.462837567078372
3,5,1,23.31975048955827,0,0.1367811894602731,32.36452679534907
21,5,1,21.869070158419152,0,0.2281587284914918,36.05420518908116
1,1,0,41.91158070267955,0,0.1646296462544348,52.51186729600522
9,3,1,39.080892230891926,1,0.6141067610663952,115.60317751583162
4,6,0,21.063879828359585,0,0.10552162196902877,22.97455769238387
9,4,1,36.52156682948621,1,0.6853557752508554,114.15658538058813
0,2,0,4.795211472697091,0,0.2217002067667753,7.8892284868190625
21,1,1,13.053471037318898,0,0.42181587387223474,26.930591696237776
5,4,1,8.925377409774216,0,0.11064708445785351,12.450708023311389
12,2,0,36.409892797251715,0,0.5855245315839963,69.88053326799078
14,1,2,44.21188606960665,0,0.39642484682860724,106.71217045955103
3,4,1,31.124837516563343,0,0.1282218257864104,43.07913555748668
12,4,1,33.419371797897526,0,0.5862813620682207,75.97279240512532
23,1,2,29.753883368548152,0,0.12710176739914944,52.42766472728847
19,4,1,29.732428063436316,1,0.8031689510125294,102.4447736722041
23,2,0,10.987350331530044,0,0.23730864235436389,16.36776823070185
14,6,0,1.408432492272973,0,0.4599353683887757,1.4576631238152822
7,2,1,10.017131146729886,1,0.8644725591922202,35.32661300684116
4,4,1,16.292934441680366,0,0.17775053452776657,25.370472495188185
14,0,0,20.31316838537182,0,0.5826755902163068,38.86045918712679
3,5,2,36.20651621877381,0,0.06069694323583774,60.16606514512483
11,1,1,1.2705402376784454,0,0.4051254625129824,1.6077761734250222
12,0,0,29.191417753032916,0,0.5562033830716316,51.94624956194114
1,2,2,15.075590655197693,0,0.08335807165071592,26.705771459496717
18,4,1,9.415625283018034,1,0.7910674966142374,31.23428831668058
18,3,1,14.55728680078307,1,0.9785290042063741,54.990173028142294
3,6,2,18.65231956329207,0,0.06281900621869446,30.213552919416983
3,3,1,42.58712768977512,0,0.1518487871096793,62.563854974757774
10,5,1,12.912702756209832,0,0.2283804828306393,21.838673814513584
4,0,0,26.62313020900429,0,0.1423208732860899,33.74532636393187
19,0,2,36.964187960990635,1,0.6680417426562238,145.97661507430308
10,0,1,46.394646017391,0,0.45749479249885117,92.87482762824926
9,2,0,2.139605916656408,1,1.0,8.173944757115938
7,5,1,38.92690405998236,1,0.4412810837657069,102.49199598494965
5,6,0,12.635764000699341,0,0.09902868047822717,15.762965070814534
5,5,1,42.04879363364081,0,0.10403708504358836,56.437479719106186
7,2,1,7.806512361407424,1,0.7098386285259357,27.090217433770942
22,5,1,33.63172202043419,0,0.11084960382432012,45.86834803854624
14,6,1,37.08313191474146,0,0.365582169362409,69.63167521430172
13,4,1,26.24314461335769,0,0.4648439162536269,51.73198889882435
10,2,2,17.550385313084462,0,0.38405604804287075,39.538896534200596
11,4,2,8.290277623261645,0,0.29059568505732314,18.160447571975816
12,4,2,5.694387374751392,0,0.3366945098899698,11.538595501610324
7,0,0,37.904488154444856,1,0.8355839118940744,112.9702906842018
17,3,2,3.4736927988466357,1,0.6467299793676298,13.034445018534736
0,6,1,29.339447295561914,0,0.1036928885287677,41.94428988095276
14,0,1,1.9315658870429466,0,0.5599792230665956,5.044948688304636
7,2,2,23.31430744228758,1,0.714847589740864,93.61631508577001
10,1,0,7.347945551427401,0,0.3674073830784336,10.68970005325468
11,2,1,32.70839176892389,0,0.43943692392667166,65.98970650011303
11,6,0,12.630690654404846,0,0.2743687303574716,19.345306082656826
3,3,1,17.8457582435237,0,0.19426902650104583,26.165266441834586
15,2,0,38.13001360063918,0,0.5906970363807917,73.66672312719408
3,3,0,30.381194011821847,0,0.16627461254446615,36.97637775046947
4,1,0,36.29899413292004,0,0.14335945264095185,42.9565182833065
23,1,1,34.973439962222464,0,0.11437376283208722,48.84585800404312
4,5,1,44.56174612121384,0,0.10951476420299074,62.964861259177745
7,4,2,39.13560357782,1,0.552501856037951,138.6770765928483
9,6,0,36.714549910614956,1,0.5801153684232302,90.08302011908992
16,2,0,3.85591397293703,0,0.5126562755068176,7.16402851795551
8,4,1,6.21962853065391,1,0.791980034445945,21.005695366745247
21,0,0,27.372203251079128,0,0.588844842651649,52.807656009345834
18,6,0,16.922138541519626,1,0.6440618327565782,43.55084414880199
13,0,1,25.794206862561232,0,0.4029811973097925,51.021000629835676
7,0,1,36.579426574959136,1,0.639951501581786,109.91598848570078
8,5,1,16.596145871321646,1,0.5038660224011821,46.51250426706464
21,0,1,43.21354606316596,0,0.42819046969465885,85.85589546451979
10,0,1,21.74912900439406,0,0.44727208432281046,43.163155216916266
22,2,1,16.87554119735498,0,0.1008554587288249,22.764075362304325
0,4,0,25.859262945898294,0,0.1266627458394608,30.901514110063392
13,4,1,25.86961977676435,0,0.5372464806714453,54.161672251588456
4,3,2,42.99771709796603,0,0.08785509509752083,71.86213998658097
20,0,0,9.961859404492778,0,0.43474790415885406,17.053417858162902
13,1,2,26.179009296191595,0,0.3201706274338081,56.44407137688265
3,3,1,40.6645406510531,0,0.10590317895141788,56.384992930605755
21,3,1,33.56998254305017,0,0.4553492008432327,67.06289614082341
22,2,0,28.049008306218905,0,0.2142769874140701,35.072279723764
0,3,1,42.56022986467522,0,0.1968393634959479,64.42183574550639
21,1,0,38.77880465461996,0,0.40384620531459886,61.385817990974516
22,4,0,3.621347472965647,0,0.22608590662465078,5.946680691506165
18,3,1,22.68659814923681,1,0.7659003465122698,77.33835545632904
7,2,0,35.35663588904797,1,0.8842954925037844,108.17815987825334
14,6,0,32.16548960019972,0,0.4526656085719097,53.36506596177727
20,0,0,17.22529213849033,0,0.4545842220298145,29.70099540914776
14,1,1,22.223395656056454,0,0.43872474012625884,43.60137822268729
8,0,0,25.619158874371994,1,0.8637976997544095,75.67332563517435
20,5,2,21.708006973423082,0,0.19171819627120143,43.67008754116487
8,3,0,37.21492650008928,1,0.7710425759395853,105.7930119186641
9,4,0,24.85802975787163,1,1.0,79.30239405592562
19,2,1,39.984368689328036,1,0.930008386973745,149.65515049931145
20,6,0,22.92208012846275,0,0.2711795075299643,34.10347637362567
8,1,1,2.5680515136557123,1,0.6170743113601415,7.758893407106718
2,4,0,43.031516664899314,0,0.18560813530314227,53.10751794602936
19,1,2,36.81713070440541,1,0.7345417570815616,149.08592787613665
10,2,1,9.018172286145822,0,0.3844334125056975,18.078345999931084
5,2,2,17.40254192005001,0,0.12356238577846444,32.03767781143749
1,3,0,3.700159429011597,0,0.21379713745186016,6.594277596711418
6,1,2,24.30138829010366,0,0.3679604624813887,56.69827484772115
17,5,0,23.114407450286997,1,0.7947786125035247,67.56379245998625
1,5,0,9.455930365978046,0,0.16005176300489568,9.849016251714456
16,3,0,9.674240129140731,0,0.4922003751916966,17.914926364500506
10,1,0,12.620884526518644,0,0.598138517087195,25.00154421768529
11,1,0,35.6052961295711,0,0.4855830475212675,62.66745732988516
18,0,0,16.70299555434777,1,1.0,55.35948840665126
21,3,1,29.21038445100033,0,0.36732872192511046,53.86622982554722
23,1,0,12.367828613666033,0,0.17460508957429674,15.497859240936648
6,1,0,43.08850812624095,0,0.4140751803379799,71.04168854189392
19,2,0,34.86594474288412,1,1.0,111.72866994581247
5,6,2,49.41143748960224,0,0.07963151232487656,84.5774302844
20,0,2,43.4682403064292,0,0.35221812074337144,101.48837608958071
23,5,1,7.177183787357831,0,0.11664851420135128,11.984581942911412
0,5,2,35.465738988068956,0,0.0854193308305111,58.693210678485656
16,2,1,14.626828253341882,0,0.48259790353316395,29.664252502691667
10,6,0,29.93544129892268,0,0.3685863915927973,44.66962218852006
21,6,0,32.549809805956905,0,0.34887664392163137,49.12994998573025
17,3,1,37.77924228264619,1,0.9773325113853361,144.28839733912156
20,5,1,25.66745961855702,0,0.3394727723135956,46.91103339595745
16,3,1,18.992621780977025,0,0.37444493015342933,35.418912804603295
6,1,0,47.29001862835763,0,0.49534604795103254,82.96481768579832
16,4,2,17.091424869642854,0,0.371541844063719,38.451015287342024
19,6,0,15.008294024022666,1,0.7777759254721894,42.02541638508222
8,6,1,16.0049991677284,1,0.5268234560493763,44.45883927503537
16,2,0,41.310819505893626,0,0.5836962721337642,76.90626204856038
19,6,0,31.921393860045796,1,0.6900502481434774,86.01695521863438
21,3,0,9.619450752796917,0,0.3620579835360959,12.920422699992503
21,6,2,10.160018206529637,0,0.2733296102483689,22.093879741126393
7,1,2,6.037418314494859,1,0.5012455011894932,22.22258739375806
16,1,0,21.266705753807866,0,0.5565121411385558,37.08883666118317
6,2,0,24.09219017440782,0,0.5536889455063115,44.94750356376881
0,6,1,17.860203730313565,0,0.10827117897941041,24.48351750316378
12,5,0,19.95902123233112,0,0.502146923314879,36.42470746332523
22,1,2,30.710145354781798,0,0.12297808833164714,54.302302460428656
18,0,2,27.586646176648063,1,0.6951488461759512,109.37414133786756
23,5,0,22.218728849013043,0,0.09845397444120543,25.70941425347226
18,4,2,25.070392203065314,1,0.5894997639714876,93.76417286550698
16,2,2,39.73584103014154,0,0.2973660266082496,86.70616181559068
12,2,2,26.045746738225553,0,0.44866124909150185,66.86726640014362
15,2,0,47.90961742382186,0,0.4780132805345717,83.44942593663474
7,1,1,27.848967563552712,1,0.847816582607455,98.27518155095885
18,1,2,16.692375214384334,1,0.626696561767303,63.12262283227993
17,2,1,47.20772705484318,1,0.7611573015645507,157.05579717035226
0,2,0,5.355157515291508,0,0.16159730742038647,8.153622686181304
13,0,1,43.7304481651202,0,0.5675236511837414,98.41317421275932
18,3,1,6.546675417803517,1,0.9112796040982784,24.75279915135778
14,5,1,32.293819106746625,0,0.378391505041107,58.94702893620284
17,5,0,44.484880392324506,1,0.751364501076397,124.03239749909514
1,0,0,5.757868662250936,0,0.15225150759979256,5.985381986769579
21,2,0,49.977616276029636,0,0.5701491565436713,91.05394726401039
16,6,0,24.353481757019217,0,0.3281939546074523,35.87115188430307
17,1,2,24.77861732554516,1,0.6206235659132924,93.91458706438289
5,1,0,17.47156586678625,0,0.13153823796875327,22.81880400192245
18,2,1,20.054079326702468,1,0.9958903273796474,78.18990898929893
3,3,1,23.032954479770275,0,0.14031597049400146,31.815775389905422
0,4,0,9.371154560343081,0,0.20425048035775561,13.7468081231572
7,4,2,24.56590759681368,1,0.7030641929598951,97.54416066940381
22,0,2,30.04492827732593,0,0.0824868152419737,48.77573294912342
6,5,0,1.7643040422672027,0,0.40253654752630097,2.0970958251687
2,3,2,37.373008554889,0,0.15278077655893751,67.56201502891089
9,4,1,28.278246184361834,1,0.6657083691334738,89.95175740526244
9,3,2,5.927195006935403,1,0.5594141472744464,21.024856780035122
18,1,2,42.21292391000241,1,0.7720222042528193,178.0560537409097
13,1,0,25.09026718438846,0,0.5990103220854577,48.07266763703029
1,6,1,21.55869891545607,0,0.12790213522428723,32.06114537714177
0,3,2,19.466225607936288,0,0.08051732243486506,34.657028513707814
22,2,2,39.34561835873531,0,0.11834811649258599,67.70173803715751
22,4,1,4.508364830184079,0,0.15300559660177648,6.258534282626195
17,4,2,35.41934599263384,1,0.7112271438085517,143.2115853086715
6,1,1,32.03779783566719,0,0.38050715394900736,58.73524872228846
7,6,2,21.45751718342194,1,0.33877753142148787,63.79750097806997
0,6,0,47.59298669104844,0,0.1264589547905579,56.2935216017262
22,5,2,27.760658081161104,0,0.08726354768415914,46.98269895827447
2,0,2,29.991101796290547,0,0.10877515162246898,50.34617228495606
23,4,2,38.273998312227135,0,0.15246663817555955,69.08901990806916
22,1,1,31.45384248759726,0,0.12949132520829948,46.46902687108817
7,6,1,42.222695607514645,1,0.4292456023477903,109.14996055633247
21,1,0,11.832605312195057,0,0.564897409942758,20.04838775015031
14,3,0,39.394532256651075,0,0.7184974333991906,82.5225697965943
4,3,0,3.647362055945468,0,0.21805394500173872,4.521817110439879
2,5,0,34.32078061735409,0,0.10188113213870098,39.04425308673268
18,3,0,49.27695404542662,1,0.9061143731096994,150.278350219947
0,0,1,34.525840581159606,0,0.10869995797602457,50.00313734178239
14,6,0,16.81612420773912,0,0.48375513152677935,28.749405134648992
7,4,2,25.57330305960358,1,0.6583697695191403,99.79399940448246
1,0,0,49.64452012052753,0,0.23225048630764955,66.09777768583277
2,6,0,24.205879264671324,0,0.13944845983637277,30.770113275325624
23,0,0,39.49525950817841,0,0.12510432707183844,46.7933505422585
13,3,0,9.524815103155333,0,0.5560281757882939,17.132327344451163
23,5,1,42.122225098256735,0,0.11244655543799874,57.517852077909865
13,1,0,9.229260217043445,0,0.5998832956256156,19.529530652966802
10,2,1,49.68532517098388,0,0.3175116142504024,89.30762548772057
15,1,0,5.836089841567217,0,0.36728358918731974,7.502994912703404
3,1,1,19.39081931240871,0,0.12885419193631667,27.285319401802
19,1,0,35.267651049981076,1,1.0,116.54670489095201
4,1,2,37.38428168694328,0,0.155608783368236,67.28692358355886
21,0,1,15.662842536670665,0,0.4310731255366844,29.049706311133242
20,3,1,30.106164217684086,0,0.3058573768017607,51.90007551559478
13,3,0,4.710072103937774,0,0.6819448380273917,10.014045119659311
22,1,1,2.2713766688791175,0,0.1061441459047689,1.2545312872646326
15,2,1,7.303604283593143,0,0.44430094090651084,16.207192242250816
17,4,1,20.145799523743914,1,0.833934717333251,69.84801547902234
6,1,2,24.69083878042792,0,0.28074641681087015,51.41327972629215
9,1,0,5.404853751192461,1,0.9550881219540915,17.51944310261057
6,2,2,22.263870935252054,0,0.35280120631129325,51.26389572924356
0,0,2,45.57139323720662,0,0.12097214051382155,79.10398964035234
22,1,0,29.916553003408097,0,0.21571840021862732,38.07369805538957
20,2,2,15.74488025766751,0,0.27811632581695134,31.772406369546843
18,0,2,9.812669201631815,1,0.6408178540387932,36.93146589480893
15,0,1,25.866468541339515,0,0.42930624004489637,52.88167731602627
18,5,1,12.378162085967963,1,0.5898923762764176,37.94112928819603
3,6,0,47.157825282289885,0,0.09069923146448428,52.562234352923824
17,6,0,16.70849463976184,1,0.6194757515196531,42.47068913554736
1,5,2,2.7325789316745603,0,0.09956619638152836,4.887480279219089
0,5,0,39.28753296030944,0,0.1460413187055896,48.16482606864063
14,1,0,39.67498747028157,0,0.674878279317843,79.44755990607872
4,6,1,44.56341482174845,0,0.07822490525876793,60.960010277481814
19,0,2,41.050530663791584,1,0.6387931296370517,155.304462263245
10,1,1,15.204501462211589,0,0.45561832772915467,31.906916164572817
9,1,1,38.21816097783534,1,0.6838263237475629,120.88269842698476
1,3,1,42.98444259287082,0,0.10244803994435316,61.03330033182353
2,4,2,42.351868858038394,0,0.14325044568281142,75.19802177622674
22,4,2,23.004602116614368,0,0.10798551097242473,38.86070367328199
22,3,2,35.27995164003126,0,0.12076802437844579,64.00451038641549
11,6,1,46.51556130631237,0,0.21929294520976694,75.46990531975673
19,1,0,31.46538375767772,1,0.9447800084826304,100.0575752527297
4,2,2,16.419546182321696,0,0.14640210594737438,29.172282909895518
4,0,0,4.497648366275794,0,0.13317137357799638,6.053646030108762
5,3,1,6.036712455780069,0,0.16950103224935703,9.673042155562634
8,5,2,24.279895820487603,1,0.3972911744534938,74.97240704124704
1,3,0,30.442356620356332,0,0.16456811433340715,38.29720213771139
20,3,2,9.366414362657713,0,0.2664182484672108,18.79992101752854
11,6,1,9.787663742340845,0,0.21232291446284876,14.36824827802477
2,6,2,6.2497858196471245,0,0.08212670775767682,10.537076238705769
19,3,1,16.259352471415095,1,0.9950454387570418,62.70764013845083
21,4,1,29.163642801234516,0,0.46687367195471524,59.81187502998812
11,1,0,34.44091002792377,0,0.4727469232704826,59.174963290651185
23,3,1,45.582456829809395,0,0.1607895946238561,69.68603893459365
16,3,1,30.034447148719053,0,0.4286367848544991,61.0580863716853
9,3,2,11.940102071746287,1,0.6896834338868907,49.01825400054562
23,2,1,36.505014471856796,0,0.15855961598272034,54.04442826626121
13,2,1,44.71236451710542,0,0.5854630447735255,102.58632203770834
22,0,1,10.884737179783565,0,0.16912458745698736,15.0049766952894
16,1,1,38.78928918739887,0,0.3351404316445587,69.68607639730087
17,3,0,40.441643563713384,1,1.0,130.36002204695717
18,0,2,15.665874564274839,1,0.6261984034767107,61.24221891651892
16,6,2,25.257590972583028,0,0.2399308780991052,50.85701877581688
13,5,1,21.052361466548895,0,0.3299358539500579,39.5084081656121
8,0,0,12.896683054330518,1,1.0,41.55471000404145
7,5,0,26.0151067451282,1,0.6292992024592315,65.88128556578106
1,5,1,43.78846381538088,0,0.0965462422981728,61.11762846628532
12,1,1,4.024150201050749,0,0.5287008637872534,9.687424109894298
6,2,2,45.61649559161339,0,0.3501593384921832,103.32971109318753
8,1,2,3.2367814245491475,1,0.7022342672424003,11.458884250739034
21,0,2,22.583674589863737,0,0.26146529005662095,46.95939745439097
21,5,2,1.8176318502271216,0,0.17127371989586315,1.5691857468460095
10,1,1,36.28279483441968,0,0.4135080367333307,71.41369817939052
13,2,1,6.090188956890907,0,0.5884021919310667,12.756208369386002
3,0,2,41.84473809503357,0,0.13701632498371424,75.58646113726329
12,1,2,44.964227608593795,0,0.3977529140028053,108.957234299142
1,6,1,20.458058384627662,0,0.07482125735009341,27.292960427059025
22,6,2,49.30342289894626,0,0.10938411691230132,87.76531198549057
4,3,1,20.16998661958289,0,0.15409796286823227,31.136800716991015
10,3,2,23.140211569685878,0,0.2654360125722743,48.412977634403674
5,1,1,21.263087506143453,0,0.1960182768607738,31.294460541376306
17,1,0,27.460124702376735,1,0.8441909958230029,82.24640454758745
20,5,1,46.02189323025804,0,0.3378865010336727,83.27280071201099
9,6,0,5.83974276769781,1,0.6116267694231357,12.952663461522043
3,5,0,20.02552604721362,0,0.16150786979328385,25.067329072770796
8,2,2,18.156266418767537,1,0.5157655139779207,61.22584372420254
5,0,0,5.4455090548816765,0,0.19519453142583412,6.273354893607907
1,1,2,38.9046160904074,0,0.1257440133471072,70.68273785255698
16,0,0,7.356209195905088,0,0.4377186834293202,13.327480518947748
4,3,0,2.815878529763692,0,0.15657637641546318,2.546402672282812
5,0,2,48.69319383711654,0,0.100809451524086,84.82419575095034
11,4,1,35.01533453818706,0,0.38967034713918625,66.24909588284125
22,6,2,36.62153138755031,0,0.08474231481813368,60.51858802421747
20,2,0,28.96461470675242,0,0.40874118271107707,45.930533314620476
9,6,2,8.981427561692128,1,0.4410086909739138,29.93639912376659
21,2,2,26.933817547970513,0,0.2443819727746923,54.77307259808546
20,0,0,38.948010007103555,0,0.5135438060486953,70.59094749725291
5,2,0,35.57002412833355,0,0.23617054610869856,46.29483133211882
7,0,0,32.269166485911086,1,1.0,104.30527811799385
1,0,2,4.572953310266086,0,0.1433876377191146,6.8363096592704755
11,3,2,32.55517705089245,0,0.27009695065805245,66.99437792966742
12,6,2,3.825318558677365,0,0.2623055860861444,6.689111421484499
20,0,1,45.92558328102832,0,0.39159835145202204,86.61556803383964
6,2,2,42.78416418892573,0,0.27116946340924103,89.29939255253639
9,4,1,1.6567596655928882,1,0.7647752116097655,3.883695801561867
12,1,0,11.084828327958393,0,0.5986536026768685,22.376574318619653
16,2,1,28.677284832186494,0,0.41827963801990453,54.32998863404999
20,4,2,2.7222698478748604,0,0.3598245879700735,6.608137863841702
13,2,0,45.53145189530005,0,0.5844080430543476,87.35823924544003
1,4,1,44.985853751472035,0,0.13497986199427583,64.12687796776571
21,2,0,8.869037766008752,0,0.4816761535905584,16.037631624856125
10,1,0,46.06645905094325,0,0.5834876084856178,85.69495428566074
0,3,1,35.30144932690186,0,0.15000766506363383,52.333735990351315
18,3,0,23.365199253772698,1,1.0,75.22972942131089
20,1,0,23.23624674145163,0,0.38972381023375974,37.20178654881792
3,2,2,16.085737927899956,0,0.1425056273720375,27.380422510555427
18,6,0,29.494637087692084,1,0.6571656231512721,75.51360520652698
20,4,1,30.283093832589852,0,0.3528545339771176,56.88710594356459
10,0,1,8.92318747356897,0,0.4992169037097159,18.13903647598637
7,2,2,24.45114004260264,1,0.507793936335146,82.8435253871616
10,1,2,5.962840359437065,0,0.2850551654064914,10.908767853824973
3,5,1,38.765942573243414,0,0.0889042047795587,52.42988198946933
16,3,1,39.861224764812356,0,0.3038396698874202,69.17111260419772
6,3,2,42.85089533947941,0,0.31962541746271,95.42778518427578
7,2,1,2.7413302407895426,1,0.6709105144320259,8.915138912886846
2,4,0,33.48107050127016,0,0.22450401263593092,44.218031158259215
21,6,2,43.85474255503589,0,0.17357272914525484,82.67856876142942
1,6,2,17.097386538849758,0,0.07870041566986334,30.56128661331921
22,1,2,39.718356760301575,0,0.13228215927255194,71.69102845707845
14,1,2,0.7827484941586706,0,0.4354911135633371,3.0262132656957688
23,4,0,33.431390055480904,0,0.2117349741590509,44.29240927176689
21,4,2,12.413974659558964,0,0.3838941654880398,30.18570280286866
21,6,2,4.3701970936226635,0,0.273657023017217,10.83273185670888
4,2,1,25.260581410153982,0,0.16918397704334862,39.41738362319356
23,6,2,18.644871924635645,0,0.09318663340737175,31.834457517805017
0,2,1,30.03364640594311,0,0.15331343488722463,45.65255942643427
3,5,1,42.88044616506575,0,0.1004298700139236,60.46713371760412
14,3,1,19.90606817153253,0,0.5946284795663977,44.73518869040412
19,3,0,46.37312778944838,1,1.0,150.6412240267248
18,4,2,13.790091300078632,1,0.7062857726371519,53.44086706056124
2,0,2,39.00709586200262,0,0.10356697408836275,66.34440264116819
19,0,1,32.212100855519985,1,0.8143482266084227,110.86732850062596
10,0,2,26.00398059602848,0,0.28124312337139523,56.72219911987717
16,1,1,22.740239566657966,0,0.3985939824109961,44.75174642320727
12,2,2,45.72393539592952,0,0.37878690371255685,105.67063712497495
10,4,1,32.59445650521592,0,0.4755515283244078,67.77034572323537
1,3,1,18.376476792652785,0,0.1502520322443864,28.137104362746545
8,0,1,27.834595785371864,1,0.8962873813703356,101.81941064479669
1,3,0,27.7867562376053,0,0.2125368779587803,38.24547104605351
20,2,1,43.91111187560673,0,0.3259121706402994,78.39967979802898
8,5,0,2.557885541008114,1,0.5552895597890427,5.842993558283104
8,5,0,22.319290186141206,1,0.7377339039805917,62.550209908387735
7,4,1,25.75130911389055,1,0.8884534498383652,92.35800479724975
16,0,0,8.022065374382777,0,0.3611502730116176,12.214908444906746
0,0,2,0.538747754462688,0,0.11643717721809635,2.4767013110070435
